                 Step     Time          Energy          fmax
LBFGSLineSearch:   14 19:24:23    -1012.788711        0.133333
LBFGSLineSearch:   15 19:24:25    -1012.811521        0.142246
LBFGSLineSearch:   16 19:24:26    -1012.819793        0.092780
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:24:26    -1011.122850        0.673034
LBFGSLineSearch:    1 19:24:27    -1011.882349        0.280123
LBFGSLineSearch:    2 19:24:28    -1012.070641        0.354010
LBFGSLineSearch:    3 19:24:29    -1012.211930        0.342631
LBFGSLineSearch:    4 19:24:30    -1012.425435        0.301023
LBFGSLineSearch:    5 19:24:31    -1012.617792        0.167884
LBFGSLineSearch:    6 19:24:32    -1012.641244        0.139570
LBFGSLineSearch:    7 19:24:33    -1012.708961        0.147574
LBFGSLineSearch:    8 19:24:34    -1012.738685        0.121667
LBFGSLineSearch:    9 19:24:35    -1012.754308        0.112454
LBFGSLineSearch:   10 19:24:36    -1012.761212        0.113807
LBFGSLineSearch:   11 19:24:37    -1012.773900        0.164424
LBFGSLineSearch:   12 19:24:38    -1012.799654        0.133990
LBFGSLineSearch:   13 19:24:39    -1012.832271        0.110244
LBFGSLineSearch:   14 19:24:40    -1012.840155        0.110960
LBFGSLineSearch:   15 19:24:41    -1012.858797        0.110907
LBFGSLineSearch:   16 19:24:42    -1012.872016        0.096009
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:24:43    -1010.879503        0.773373
LBFGSLineSearch:    1 19:24:44    -1011.671269        0.328427
LBFGSLineSearch:    2 19:24:44    -1011.866906        0.415372
LBFGSLineSearch:    3 19:24:45    -1012.025891        0.475685
LBFGSLineSearch:    4 19:24:46    -1012.288235        0.271915
LBFGSLineSearch:    5 19:24:48    -1012.494075        0.207570
LBFGSLineSearch:    6 19:24:49    -1012.521289        0.206137
LBFGSLineSearch:    7 19:24:50    -1012.600907        0.202944
LBFGSLineSearch:    8 19:24:51    -1012.637484        0.137560
LBFGSLineSearch:    9 19:24:51    -1012.654804        0.122841
LBFGSLineSearch:   10 19:24:52    -1012.664444        0.158118
LBFGSLineSearch:   11 19:24:53    -1012.694011        0.126995
LBFGSLineSearch:   12 19:24:54    -1012.703532        0.137879
LBFGSLineSearch:   13 19:24:55    -1012.716852        0.193851
LBFGSLineSearch:   14 19:24:56    -1012.747950        0.144205
LBFGSLineSearch:   15 19:24:57    -1012.777091        0.164952
LBFGSLineSearch:   16 19:24:58    -1012.790364        0.117362
LBFGSLineSearch:   17 19:24:59    -1012.829513        0.100928
LBFGSLineSearch:   18 19:25:00    -1012.841331        0.126590
LBFGSLineSearch:   19 19:25:01    -1012.867586        0.125132
LBFGSLineSearch:   20 19:25:03    -1012.895975        0.077508
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:25:03    -1010.932293        0.690881
LBFGSLineSearch:    1 19:25:04    -1011.708642        0.311743
LBFGSLineSearch:    2 19:25:05    -1011.883128        0.402891
LBFGSLineSearch:    3 19:25:06    -1012.023580        0.412422
LBFGSLineSearch:    4 19:25:07    -1012.229453        0.259332
LBFGSLineSearch:    5 19:25:08    -1012.423433        0.149230
LBFGSLineSearch:    6 19:25:09    -1012.449905        0.175586
LBFGSLineSearch:    7 19:25:10    -1012.515294        0.200121
LBFGSLineSearch:    8 19:25:12    -1012.558883        0.135235
LBFGSLineSearch:    9 19:25:13    -1012.570630        0.179026
LBFGSLineSearch:   10 19:25:14    -1012.597567        0.118882
LBFGSLineSearch:   11 19:25:15    -1012.626140        0.126393
LBFGSLineSearch:   12 19:25:16    -1012.637078        0.174021
LBFGSLineSearch:   13 19:25:17    -1012.658990        0.107044
LBFGSLineSearch:   14 19:25:18    -1012.665330        0.111323
LBFGSLineSearch:   15 19:25:19    -1012.674971        0.192366
LBFGSLineSearch:   16 19:25:20    -1012.704685        0.096628
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:25:20    -1010.854071        0.803356
LBFGSLineSearch:    1 19:25:21    -1011.573413        0.326788
LBFGSLineSearch:    2 19:25:22    -1011.732911        0.377654
LBFGSLineSearch:    3 19:25:23    -1011.885675        0.449686
LBFGSLineSearch:    4 19:25:24    -1012.119764        0.339552
LBFGSLineSearch:    5 19:25:26    -1012.302427        0.215803
LBFGSLineSearch:    6 19:25:27    -1012.331646        0.156461
LBFGSLineSearch:    7 19:25:28    -1012.391150        0.192422
LBFGSLineSearch:    8 19:25:29    -1012.442076        0.121110
LBFGSLineSearch:    9 19:25:30    -1012.457069        0.180330
LBFGSLineSearch:   10 19:25:31    -1012.484853        0.139769
LBFGSLineSearch:   11 19:25:32    -1012.517783        0.167663
LBFGSLineSearch:   12 19:25:33    -1012.529677        0.138561
LBFGSLineSearch:   13 19:25:34    -1012.560106        0.111878
LBFGSLineSearch:   14 19:25:35    -1012.567083        0.109366
LBFGSLineSearch:   15 19:25:36    -1012.579373        0.146662
LBFGSLineSearch:   16 19:25:37    -1012.612396        0.134375
LBFGSLineSearch:   17 19:25:38    -1012.630502        0.094042
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:25:39    -1010.918887        0.791622
LBFGSLineSearch:    1 19:25:40    -1011.687244        0.299183
LBFGSLineSearch:    2 19:25:40    -1011.878680        0.404210
LBFGSLineSearch:    3 19:25:41    -1012.026993        0.429678
LBFGSLineSearch:    4 19:25:42    -1012.258251        0.325927
LBFGSLineSearch:    5 19:25:44    -1012.456997        0.229760
LBFGSLineSearch:    6 19:25:45    -1012.484613        0.183927
LBFGSLineSearch:    7 19:25:46    -1012.552856        0.232864
LBFGSLineSearch:    8 19:25:47    -1012.585605        0.120125
LBFGSLineSearch:    9 19:25:47    -1012.600064        0.129239
LBFGSLineSearch:   10 19:25:48    -1012.612654        0.165505
LBFGSLineSearch:   11 19:25:49    -1012.638449        0.161818
LBFGSLineSearch:   12 19:25:51    -1012.674204        0.165884
LBFGSLineSearch:   13 19:25:52    -1012.689419        0.136021
LBFGSLineSearch:   14 19:25:53    -1012.708783        0.122866
LBFGSLineSearch:   15 19:25:54    -1012.743913        0.158317
LBFGSLineSearch:   16 19:25:55    -1012.755375        0.097346
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:25:56    -1011.198219        0.652744
LBFGSLineSearch:    1 19:25:57    -1011.916414        0.275402
LBFGSLineSearch:    2 19:25:57    -1012.095198        0.337023
LBFGSLineSearch:    3 19:25:58    -1012.233825        0.375582
LBFGSLineSearch:    4 19:25:59    -1012.448616        0.285890
LBFGSLineSearch:    5 19:26:01    -1012.645037        0.152151
LBFGSLineSearch:    6 19:26:02    -1012.670505        0.139327
LBFGSLineSearch:    7 19:26:03    -1012.741319        0.192200
LBFGSLineSearch:    8 19:26:04    -1012.791132        0.113117
LBFGSLineSearch:    9 19:26:05    -1012.805831        0.135796
LBFGSLineSearch:   10 19:26:06    -1012.835925        0.119396
LBFGSLineSearch:   11 19:26:07    -1012.871372        0.136153
LBFGSLineSearch:   12 19:26:08    -1012.881589        0.108772
LBFGSLineSearch:   13 19:26:09    -1012.903798        0.106353
LBFGSLineSearch:   14 19:26:10    -1012.912982        0.125014
LBFGSLineSearch:   15 19:26:11    -1012.940886        0.099589
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:26:12    -1010.823648        0.745153
LBFGSLineSearch:    1 19:26:13    -1011.603148        0.301548
LBFGSLineSearch:    2 19:26:14    -1011.776586        0.335730
LBFGSLineSearch:    3 19:26:15    -1011.924973        0.401478
LBFGSLineSearch:    4 19:26:16    -1012.151468        0.286783
LBFGSLineSearch:    5 19:26:17    -1012.358120        0.232459
LBFGSLineSearch:    6 19:26:18    -1012.387742        0.170946
LBFGSLineSearch:    7 19:26:19    -1012.452008        0.214946
LBFGSLineSearch:    8 19:26:20    -1012.488324        0.126507
LBFGSLineSearch:    9 19:26:21    -1012.505212        0.121710
LBFGSLineSearch:   10 19:26:22    -1012.519481        0.175681
LBFGSLineSearch:   11 19:26:23    -1012.545862        0.126718
LBFGSLineSearch:   12 19:26:24    -1012.579704        0.121368
LBFGSLineSearch:   13 19:26:25    -1012.592816        0.154644
LBFGSLineSearch:   14 19:26:26    -1012.612249        0.109873
LBFGSLineSearch:   15 19:26:28    -1012.643369        0.151299
LBFGSLineSearch:   16 19:26:29    -1012.653352        0.114291
LBFGSLineSearch:   17 19:26:30    -1012.690147        0.131768
LBFGSLineSearch:   18 19:26:31    -1012.707721        0.100700
LBFGSLineSearch:   19 19:26:32    -1012.732028        0.112527
LBFGSLineSearch:   20 19:26:33    -1012.744915        0.111701
LBFGSLineSearch:   21 19:26:34    -1012.782847        0.086429
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:26:34    -1010.986219        0.884595
LBFGSLineSearch:    1 19:26:35    -1011.776387        0.312152
LBFGSLineSearch:    2 19:26:36    -1011.972769        0.387571
LBFGSLineSearch:    3 19:26:37    -1012.126393        0.370574
LBFGSLineSearch:    4 19:26:38    -1012.367810        0.318441
LBFGSLineSearch:    5 19:26:40    -1012.576782        0.142755
LBFGSLineSearch:    6 19:26:41    -1012.606112        0.164687
LBFGSLineSearch:    7 19:26:42    -1012.677983        0.159126
LBFGSLineSearch:    8 19:26:43    -1012.727103        0.117100
LBFGSLineSearch:    9 19:26:44    -1012.744560        0.125478
LBFGSLineSearch:   10 19:26:45    -1012.768839        0.127398
LBFGSLineSearch:   11 19:26:46    -1012.780861        0.122761
LBFGSLineSearch:   12 19:26:47    -1012.811677        0.141642
LBFGSLineSearch:   13 19:26:48    -1012.838635        0.108783
LBFGSLineSearch:   14 19:26:49    -1012.849914        0.105624
LBFGSLineSearch:   15 19:26:50    -1012.877162        0.153748
LBFGSLineSearch:   16 19:26:51    -1012.888033        0.121035
LBFGSLineSearch:   17 19:26:52    -1012.915142        0.099369
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:26:53    -1010.549744        0.773843
LBFGSLineSearch:    1 19:26:54    -1011.337369        0.314969
LBFGSLineSearch:    2 19:26:55    -1011.505545        0.389677
LBFGSLineSearch:    3 19:26:56    -1011.674058        0.412688
LBFGSLineSearch:    4 19:26:57    -1011.940668        0.347853
LBFGSLineSearch:    5 19:26:58    -1012.150010        0.184685
LBFGSLineSearch:    6 19:26:59    -1012.188324        0.150994
LBFGSLineSearch:    7 19:27:00    -1012.242128        0.177310
LBFGSLineSearch:    8 19:27:01    -1012.277922        0.129813
LBFGSLineSearch:    9 19:27:02    -1012.298543        0.127721
LBFGSLineSearch:   10 19:27:02    -1012.308895        0.133716
LBFGSLineSearch:   11 19:27:03    -1012.324375        0.143148
LBFGSLineSearch:   12 19:27:04    -1012.356338        0.134266
LBFGSLineSearch:   13 19:27:06    -1012.398838        0.208053
LBFGSLineSearch:   14 19:27:07    -1012.410033        0.122544
LBFGSLineSearch:   15 19:27:08    -1012.434646        0.117544
LBFGSLineSearch:   16 19:27:08    -1012.442766        0.142768
LBFGSLineSearch:   17 19:27:09    -1012.456601        0.162853
LBFGSLineSearch:   18 19:27:10    -1012.492240        0.133529
LBFGSLineSearch:   19 19:27:11    -1012.509211        0.100792
LBFGSLineSearch:   20 19:27:12    -1012.525929        0.099151
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:27:13    -1011.105988        0.719845
LBFGSLineSearch:    1 19:27:14    -1011.830124        0.306381
LBFGSLineSearch:    2 19:27:14    -1012.004762        0.354037
LBFGSLineSearch:    3 19:27:15    -1012.146754        0.422227
LBFGSLineSearch:    4 19:27:16    -1012.367175        0.266039
LBFGSLineSearch:    5 19:27:18    -1012.546755        0.182315
LBFGSLineSearch:    6 19:27:19    -1012.574687        0.141717
LBFGSLineSearch:    7 19:27:20    -1012.630222        0.221845
LBFGSLineSearch:    8 19:27:21    -1012.661914        0.121390
LBFGSLineSearch:    9 19:27:21    -1012.677061        0.117485
LBFGSLineSearch:   10 19:27:22    -1012.689361        0.221874
LBFGSLineSearch:   11 19:27:24    -1012.714099        0.127273
LBFGSLineSearch:   12 19:27:25    -1012.750706        0.143197
LBFGSLineSearch:   13 19:27:26    -1012.762272        0.174833
LBFGSLineSearch:   14 19:27:27    -1012.782092        0.105266
LBFGSLineSearch:   15 19:27:28    -1012.809841        0.104360
LBFGSLineSearch:   16 19:27:29    -1012.825405        0.109296
LBFGSLineSearch:   17 19:27:31    -1012.854750        0.124267
LBFGSLineSearch:   18 19:27:32    -1012.868164        0.116046
LBFGSLineSearch:   19 19:27:33    -1012.895812        0.129633
LBFGSLineSearch:   20 19:27:34    -1012.935768        0.104344
LBFGSLineSearch:   21 19:27:35    -1012.943820        0.082740
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:27:35    -1010.787093        0.699949
LBFGSLineSearch:    1 19:27:36    -1011.589619        0.298189
LBFGSLineSearch:    2 19:27:37    -1011.783202        0.400902
LBFGSLineSearch:    3 19:27:38    -1011.939348        0.415926
LBFGSLineSearch:    4 19:27:39    -1012.175025        0.388058
LBFGSLineSearch:    5 19:27:40    -1012.384431        0.264274
LBFGSLineSearch:    6 19:27:41    -1012.413333        0.158414
LBFGSLineSearch:    7 19:27:42    -1012.493228        0.238054
LBFGSLineSearch:    8 19:27:44    -1012.547552        0.117350
LBFGSLineSearch:    9 19:27:44    -1012.557041        0.120249
LBFGSLineSearch:   10 19:27:45    -1012.571247        0.282747
LBFGSLineSearch:   11 19:27:46    -1012.601111        0.164178
LBFGSLineSearch:   12 19:27:48    -1012.636224        0.203383
LBFGSLineSearch:   13 19:27:49    -1012.646786        0.116544
LBFGSLineSearch:   14 19:27:50    -1012.669647        0.120847
LBFGSLineSearch:   15 19:27:51    -1012.698990        0.109715
LBFGSLineSearch:   16 19:27:52    -1012.711323        0.105873
LBFGSLineSearch:   17 19:27:52    -1012.719158        0.102222
LBFGSLineSearch:   18 19:27:53    -1012.733056        0.124613
LBFGSLineSearch:   19 19:27:54    -1012.759784        0.106007
LBFGSLineSearch:   20 19:27:56    -1012.792573        0.091019
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:27:56    -1011.093480        0.780305
LBFGSLineSearch:    1 19:27:57    -1011.806665        0.316900
LBFGSLineSearch:    2 19:27:58    -1011.957549        0.330653
LBFGSLineSearch:    3 19:27:59    -1012.089286        0.356147
LBFGSLineSearch:    4 19:28:00    -1012.303169        0.225618
LBFGSLineSearch:    5 19:28:01    -1012.489260        0.168622
LBFGSLineSearch:    6 19:28:02    -1012.514142        0.236859
LBFGSLineSearch:    7 19:28:03    -1012.574470        0.137435
LBFGSLineSearch:    8 19:28:04    -1012.602700        0.123028
LBFGSLineSearch:    9 19:28:05    -1012.619307        0.118413
LBFGSLineSearch:   10 19:28:06    -1012.628534        0.114265
LBFGSLineSearch:   11 19:28:07    -1012.656114        0.118934
LBFGSLineSearch:   12 19:28:08    -1012.664129        0.121831
LBFGSLineSearch:   13 19:28:09    -1012.699709        0.124429
LBFGSLineSearch:   14 19:28:10    -1012.713009        0.110871
LBFGSLineSearch:   15 19:28:11    -1012.731645        0.102584
LBFGSLineSearch:   16 19:28:13    -1012.766626        0.110653
LBFGSLineSearch:   17 19:28:13    -1012.776875        0.097389
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:28:14    -1011.129476        0.630753
LBFGSLineSearch:    1 19:28:15    -1011.845679        0.326009
LBFGSLineSearch:    2 19:28:16    -1012.029012        0.441661
LBFGSLineSearch:    3 19:28:17    -1012.181601        0.496408
LBFGSLineSearch:    4 19:28:18    -1012.405702        0.383397
LBFGSLineSearch:    5 19:28:19    -1012.595871        0.230007
LBFGSLineSearch:    6 19:28:20    -1012.624533        0.144013
LBFGSLineSearch:    7 19:28:21    -1012.687297        0.244830
LBFGSLineSearch:    8 19:28:22    -1012.736736        0.119541
LBFGSLineSearch:    9 19:28:23    -1012.748925        0.184376
LBFGSLineSearch:   10 19:28:24    -1012.781242        0.184664
LBFGSLineSearch:   11 19:28:26    -1012.814118        0.201282
LBFGSLineSearch:   12 19:28:27    -1012.825597        0.164345
LBFGSLineSearch:   13 19:28:28    -1012.838467        0.133247
LBFGSLineSearch:   14 19:28:29    -1012.864422        0.107406
LBFGSLineSearch:   15 19:28:30    -1012.886091        0.163888
LBFGSLineSearch:   16 19:28:31    -1012.910398        0.179950
LBFGSLineSearch:   17 19:28:32    -1012.941509        0.214892
LBFGSLineSearch:   18 19:28:33    -1012.956503        0.176304
LBFGSLineSearch:   19 19:28:34    -1012.983715        0.120189
LBFGSLineSearch:   20 19:28:36    -1013.024054        0.266282
LBFGSLineSearch:   21 19:28:36    -1013.033212        0.155247
LBFGSLineSearch:   22 19:28:37    -1013.042388        0.149401
LBFGSLineSearch:   23 19:28:38    -1013.058109        0.087859
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:28:39    -1010.910861        0.831730
LBFGSLineSearch:    1 19:28:40    -1011.706854        0.280962
LBFGSLineSearch:    2 19:28:41    -1011.904871        0.351149
LBFGSLineSearch:    3 19:28:42    -1012.054955        0.372877
LBFGSLineSearch:    4 19:28:43    -1012.294626        0.265907
LBFGSLineSearch:    5 19:28:44    -1012.502468        0.169801
LBFGSLineSearch:    6 19:28:45    -1012.528920        0.166789
LBFGSLineSearch:    7 19:28:46    -1012.606725        0.127455
LBFGSLineSearch:    8 19:28:47    -1012.627779        0.162969
LBFGSLineSearch:    9 19:28:48    -1012.663716        0.112780
LBFGSLineSearch:   10 19:28:49    -1012.695463        0.123249
LBFGSLineSearch:   11 19:28:50    -1012.705183        0.116311
LBFGSLineSearch:   12 19:28:52    -1012.739594        0.115319
LBFGSLineSearch:   13 19:28:53    -1012.752087        0.107213
LBFGSLineSearch:   14 19:28:54    -1012.768500        0.104954
LBFGSLineSearch:   15 19:28:55    -1012.803516        0.101449
LBFGSLineSearch:   16 19:28:56    -1012.814357        0.102329
LBFGSLineSearch:   17 19:28:57    -1012.843770        0.141921
LBFGSLineSearch:   18 19:28:58    -1012.872276        0.087454
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:28:59    -1010.537880        0.825257
LBFGSLineSearch:    1 19:29:00    -1011.361957        0.327251
LBFGSLineSearch:    2 19:29:01    -1011.556350        0.412422
LBFGSLineSearch:    3 19:29:02    -1011.724368        0.469753
LBFGSLineSearch:    4 19:29:03    -1011.998806        0.285409
LBFGSLineSearch:    5 19:29:04    -1012.205431        0.213296
LBFGSLineSearch:    6 19:29:05    -1012.233436        0.191846
LBFGSLineSearch:    7 19:29:06    -1012.306408        0.197199
LBFGSLineSearch:    8 19:29:07    -1012.340376        0.125330
LBFGSLineSearch:    9 19:29:08    -1012.360312        0.121255
LBFGSLineSearch:   10 19:29:08    -1012.368714        0.144837
LBFGSLineSearch:   11 19:29:09    -1012.383791        0.207827
LBFGSLineSearch:   12 19:29:10    -1012.413675        0.125682
LBFGSLineSearch:   13 19:29:12    -1012.453444        0.157778
LBFGSLineSearch:   14 19:29:13    -1012.463054        0.125888
LBFGSLineSearch:   15 19:29:14    -1012.485662        0.118884
LBFGSLineSearch:   16 19:29:15    -1012.495975        0.207009
LBFGSLineSearch:   17 19:29:16    -1012.527497        0.136199
LBFGSLineSearch:   18 19:29:17    -1012.540176        0.177119
LBFGSLineSearch:   19 19:29:18    -1012.565816        0.224580
LBFGSLineSearch:   20 19:29:19    -1012.595392        0.212976
LBFGSLineSearch:   21 19:29:20    -1012.608735        0.130903
LBFGSLineSearch:   22 19:29:22    -1012.646531        0.104705
LBFGSLineSearch:   23 19:29:23    -1012.653520        0.083462
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:29:23    -1011.253844        0.695324
LBFGSLineSearch:    1 19:29:24    -1011.954697        0.280548
LBFGSLineSearch:    2 19:29:25    -1012.120743        0.389153
LBFGSLineSearch:    3 19:29:26    -1012.255612        0.411038
LBFGSLineSearch:    4 19:29:27    -1012.466133        0.289209
LBFGSLineSearch:    5 19:29:28    -1012.659153        0.229119
LBFGSLineSearch:    6 19:29:29    -1012.681096        0.136922
LBFGSLineSearch:    7 19:29:30    -1012.741781        0.183865
LBFGSLineSearch:    8 19:29:31    -1012.772131        0.113173
LBFGSLineSearch:    9 19:29:32    -1012.787199        0.111526
LBFGSLineSearch:   10 19:29:33    -1012.799511        0.164523
LBFGSLineSearch:   11 19:29:34    -1012.824466        0.167168
LBFGSLineSearch:   12 19:29:35    -1012.857527        0.141533
LBFGSLineSearch:   13 19:29:36    -1012.867433        0.178879
LBFGSLineSearch:   14 19:29:37    -1012.885124        0.123822
LBFGSLineSearch:   15 19:29:39    -1012.907801        0.094183
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:29:39    -1010.643463        0.865849
LBFGSLineSearch:    1 19:29:40    -1011.467666        0.297942
LBFGSLineSearch:    2 19:29:41    -1011.630453        0.381142
LBFGSLineSearch:    3 19:29:42    -1011.787008        0.419231
LBFGSLineSearch:    4 19:29:43    -1012.019247        0.265240
LBFGSLineSearch:    5 19:29:44    -1012.230134        0.173160
LBFGSLineSearch:    6 19:29:45    -1012.261595        0.164042
LBFGSLineSearch:    7 19:29:46    -1012.332616        0.222287
LBFGSLineSearch:    8 19:29:48    -1012.381742        0.124999
LBFGSLineSearch:    9 19:29:49    -1012.392100        0.156466
LBFGSLineSearch:   10 19:29:50    -1012.423810        0.129514
LBFGSLineSearch:   11 19:29:51    -1012.433430        0.177752
LBFGSLineSearch:   12 19:29:52    -1012.471792        0.161003
LBFGSLineSearch:   13 19:29:53    -1012.503339        0.122346
LBFGSLineSearch:   14 19:29:54    -1012.512466        0.113395
LBFGSLineSearch:   15 19:29:56    -1012.557535        0.112626
LBFGSLineSearch:   16 19:29:57    -1012.577852        0.100192
LBFGSLineSearch:   17 19:29:57    -1012.593353        0.095919
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:29:58    -1010.879611        0.795131
LBFGSLineSearch:    1 19:29:59    -1011.658803        0.325305
LBFGSLineSearch:    2 19:30:00    -1011.848832        0.395882
LBFGSLineSearch:    3 19:30:01    -1012.004385        0.449714
LBFGSLineSearch:    4 19:30:02    -1012.255760        0.265243
LBFGSLineSearch:    5 19:30:03    -1012.461104        0.172202
LBFGSLineSearch:    6 19:30:04    -1012.490431        0.179535
LBFGSLineSearch:    7 19:30:05    -1012.554452        0.157625
LBFGSLineSearch:    8 19:30:06    -1012.588586        0.123966
LBFGSLineSearch:    9 19:30:07    -1012.606267        0.120270
LBFGSLineSearch:   10 19:30:08    -1012.619130        0.157400
LBFGSLineSearch:   11 19:30:09    -1012.648019        0.124924
LBFGSLineSearch:   12 19:30:10    -1012.685664        0.136902
LBFGSLineSearch:   13 19:30:11    -1012.697025        0.116387
LBFGSLineSearch:   14 19:30:12    -1012.722691        0.109485
LBFGSLineSearch:   15 19:30:13    -1012.731008        0.128876
LBFGSLineSearch:   16 19:30:14    -1012.762569        0.099480
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:30:15    -1010.543341        0.870446
LBFGSLineSearch:    1 19:30:16    -1011.390952        0.417215
LBFGSLineSearch:    2 19:30:16    -1011.593240        0.407777
LBFGSLineSearch:    3 19:30:17    -1011.766527        0.421150
LBFGSLineSearch:    4 19:30:18    -1012.055747        0.298651
LBFGSLineSearch:    5 19:30:20    -1012.262219        0.187736
LBFGSLineSearch:    6 19:30:21    -1012.297352        0.224632
LBFGSLineSearch:    7 19:30:22    -1012.369389        0.161680
LBFGSLineSearch:    8 19:30:23    -1012.405176        0.135521
LBFGSLineSearch:    9 19:30:23    -1012.426341        0.130072
LBFGSLineSearch:   10 19:30:24    -1012.435792        0.132075
LBFGSLineSearch:   11 19:30:25    -1012.450634        0.198653
LBFGSLineSearch:   12 19:30:26    -1012.481824        0.131955
LBFGSLineSearch:   13 19:30:27    -1012.517613        0.124954
LBFGSLineSearch:   14 19:30:29    -1012.530077        0.130584
LBFGSLineSearch:   15 19:30:30    -1012.549793        0.113714
LBFGSLineSearch:   16 19:30:31    -1012.588060        0.107254
LBFGSLineSearch:   17 19:30:32    -1012.602476        0.106266
LBFGSLineSearch:   18 19:30:33    -1012.635943        0.101383
LBFGSLineSearch:   19 19:30:34    -1012.648145        0.105771
LBFGSLineSearch:   20 19:30:35    -1012.681929        0.094481
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:30:36    -1010.816035        0.745955
LBFGSLineSearch:    1 19:30:37    -1011.585513        0.333245
LBFGSLineSearch:    2 19:30:37    -1011.755555        0.397287
LBFGSLineSearch:    3 19:30:38    -1011.913838        0.418027
LBFGSLineSearch:    4 19:30:39    -1012.162722        0.277989
LBFGSLineSearch:    5 19:30:41    -1012.380280        0.161822
LBFGSLineSearch:    6 19:30:42    -1012.420327        0.169345
LBFGSLineSearch:    7 19:30:43    -1012.488168        0.153923
LBFGSLineSearch:    8 19:30:44    -1012.541961        0.155501
LBFGSLineSearch:    9 19:30:45    -1012.564047        0.123195
LBFGSLineSearch:   10 19:30:46    -1012.583621        0.126170
LBFGSLineSearch:   11 19:30:47    -1012.595515        0.131193
LBFGSLineSearch:   12 19:30:48    -1012.610078        0.137873
LBFGSLineSearch:   13 19:30:49    -1012.650113        0.125739
LBFGSLineSearch:   14 19:30:50    -1012.669528        0.116834
LBFGSLineSearch:   15 19:30:51    -1012.685437        0.114936
LBFGSLineSearch:   16 19:30:52    -1012.698832        0.118314
LBFGSLineSearch:   17 19:30:53    -1012.735167        0.105940
LBFGSLineSearch:   18 19:30:54    -1012.746491        0.097273
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:30:54    -1010.897409        0.829298
LBFGSLineSearch:    1 19:30:55    -1011.651418        0.307957
LBFGSLineSearch:    2 19:30:56    -1011.812376        0.374984
LBFGSLineSearch:    3 19:30:57    -1011.947489        0.426396
LBFGSLineSearch:    4 19:30:58    -1012.160616        0.244089
LBFGSLineSearch:    5 19:30:59    -1012.335046        0.204890
LBFGSLineSearch:    6 19:31:00    -1012.357520        0.157104
LBFGSLineSearch:    7 19:31:01    -1012.416180        0.180172
LBFGSLineSearch:    8 19:31:02    -1012.445058        0.127315
LBFGSLineSearch:    9 19:31:03    -1012.461934        0.122744
LBFGSLineSearch:   10 19:31:04    -1012.471331        0.138682
LBFGSLineSearch:   11 19:31:05    -1012.499806        0.122609
LBFGSLineSearch:   12 19:31:06    -1012.508527        0.124732
LBFGSLineSearch:   13 19:31:07    -1012.521245        0.153979
LBFGSLineSearch:   14 19:31:08    -1012.556425        0.164439
LBFGSLineSearch:   15 19:31:09    -1012.579915        0.116545
LBFGSLineSearch:   16 19:31:10    -1012.589427        0.166377
LBFGSLineSearch:   17 19:31:11    -1012.627991        0.171243
LBFGSLineSearch:   18 19:31:12    -1012.638471        0.095321
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:31:13    -1010.878239        0.753716
LBFGSLineSearch:    1 19:31:14    -1011.660888        0.291324
LBFGSLineSearch:    2 19:31:15    -1011.840824        0.340160
LBFGSLineSearch:    3 19:31:16    -1011.987795        0.419522
LBFGSLineSearch:    4 19:31:17    -1012.213863        0.315664
LBFGSLineSearch:    5 19:31:18    -1012.417130        0.202184
LBFGSLineSearch:    6 19:31:19    -1012.441899        0.199858
LBFGSLineSearch:    7 19:31:20    -1012.514433        0.137878
LBFGSLineSearch:    8 19:31:21    -1012.533539        0.167902
LBFGSLineSearch:    9 19:31:22    -1012.567672        0.122294
LBFGSLineSearch:   10 19:31:23    -1012.598334        0.126708
LBFGSLineSearch:   11 19:31:24    -1012.607481        0.120972
LBFGSLineSearch:   12 19:31:26    -1012.643095        0.145334
LBFGSLineSearch:   13 19:31:27    -1012.658151        0.115575
LBFGSLineSearch:   14 19:31:28    -1012.674156        0.109441
LBFGSLineSearch:   15 19:31:29    -1012.695919        0.117871
LBFGSLineSearch:   16 19:31:30    -1012.719823        0.097080
                 Step     Time          Energy          fmax
