                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:31:31    -1010.448333        0.943386
LBFGSLineSearch:    1 19:31:32    -1011.332425        0.316412
LBFGSLineSearch:    2 19:31:32    -1011.547127        0.398994
LBFGSLineSearch:    3 19:31:33    -1011.721688        0.442722
LBFGSLineSearch:    4 19:31:34    -1011.992380        0.331987
LBFGSLineSearch:    5 19:31:36    -1012.220462        0.215260
LBFGSLineSearch:    6 19:31:37    -1012.255163        0.185095
LBFGSLineSearch:    7 19:31:38    -1012.336420        0.215010
LBFGSLineSearch:    8 19:31:39    -1012.382827        0.120997
LBFGSLineSearch:    9 19:31:40    -1012.401886        0.117556
LBFGSLineSearch:   10 19:31:41    -1012.418548        0.171236
LBFGSLineSearch:   11 19:31:42    -1012.448382        0.124853
LBFGSLineSearch:   12 19:31:43    -1012.486743        0.123152
LBFGSLineSearch:   13 19:31:44    -1012.503788        0.109371
LBFGSLineSearch:   14 19:31:45    -1012.522672        0.106710
LBFGSLineSearch:   15 19:31:46    -1012.534083        0.117110
LBFGSLineSearch:   16 19:31:47    -1012.567716        0.102130
LBFGSLineSearch:   17 19:31:48    -1012.590598        0.093191
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:31:49    -1011.313820        0.679725
LBFGSLineSearch:    1 19:31:50    -1012.030766        0.294028
LBFGSLineSearch:    2 19:31:50    -1012.216376        0.358169
LBFGSLineSearch:    3 19:31:52    -1012.343320        0.340552
LBFGSLineSearch:    4 19:31:53    -1012.544529        0.311581
LBFGSLineSearch:    5 19:31:54    -1012.732167        0.213773
LBFGSLineSearch:    6 19:31:55    -1012.754455        0.144985
LBFGSLineSearch:    7 19:31:56    -1012.821597        0.127334
LBFGSLineSearch:    8 19:31:57    -1012.836182        0.167683
LBFGSLineSearch:    9 19:31:58    -1012.866750        0.115678
LBFGSLineSearch:   10 19:31:59    -1012.890891        0.119487
LBFGSLineSearch:   11 19:32:00    -1012.898082        0.117006
LBFGSLineSearch:   12 19:32:01    -1012.907113        0.157016
LBFGSLineSearch:   13 19:32:02    -1012.933798        0.110020
LBFGSLineSearch:   14 19:32:03    -1012.940139        0.108737
LBFGSLineSearch:   15 19:32:04    -1012.949115        0.135223
LBFGSLineSearch:   16 19:32:05    -1012.965963        0.121602
LBFGSLineSearch:   17 19:32:06    -1013.003345        0.091427
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:32:07    -1010.792035        0.854346
LBFGSLineSearch:    1 19:32:08    -1011.602610        0.300071
LBFGSLineSearch:    2 19:32:08    -1011.767407        0.347784
LBFGSLineSearch:    3 19:32:09    -1011.926519        0.459951
LBFGSLineSearch:    4 19:32:10    -1012.169879        0.301721
LBFGSLineSearch:    5 19:32:12    -1012.381278        0.219232
LBFGSLineSearch:    6 19:32:13    -1012.411425        0.187354
LBFGSLineSearch:    7 19:32:14    -1012.484160        0.216697
LBFGSLineSearch:    8 19:32:15    -1012.539075        0.118567
LBFGSLineSearch:    9 19:32:16    -1012.550325        0.146188
LBFGSLineSearch:   10 19:32:17    -1012.584759        0.124039
LBFGSLineSearch:   11 19:32:18    -1012.593341        0.136323
LBFGSLineSearch:   12 19:32:19    -1012.607066        0.165788
LBFGSLineSearch:   13 19:32:20    -1012.639548        0.203813
LBFGSLineSearch:   14 19:32:21    -1012.668966        0.177765
LBFGSLineSearch:   15 19:32:22    -1012.684166        0.105273
LBFGSLineSearch:   16 19:32:23    -1012.713578        0.315113
LBFGSLineSearch:   17 19:32:24    -1012.725218        0.104283
LBFGSLineSearch:   18 19:32:25    -1012.751622        0.095892
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:32:26    -1011.287197        0.822209
LBFGSLineSearch:    1 19:32:27    -1011.993384        0.278900
LBFGSLineSearch:    2 19:32:27    -1012.168567        0.349317
LBFGSLineSearch:    3 19:32:28    -1012.303201        0.369231
LBFGSLineSearch:    4 19:32:29    -1012.506084        0.300766
LBFGSLineSearch:    5 19:32:31    -1012.694969        0.176161
LBFGSLineSearch:    6 19:32:32    -1012.719220        0.156540
LBFGSLineSearch:    7 19:32:33    -1012.784159        0.162500
LBFGSLineSearch:    8 19:32:34    -1012.824988        0.115995
LBFGSLineSearch:    9 19:32:35    -1012.834941        0.146356
LBFGSLineSearch:   10 19:32:36    -1012.860611        0.120391
LBFGSLineSearch:   11 19:32:37    -1012.891651        0.121176
LBFGSLineSearch:   12 19:32:39    -1012.901030        0.111352
LBFGSLineSearch:   13 19:32:40    -1012.923072        0.108412
LBFGSLineSearch:   14 19:32:40    -1012.928666        0.106780
LBFGSLineSearch:   15 19:32:41    -1012.939538        0.146048
LBFGSLineSearch:   16 19:32:42    -1012.971554        0.099144
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:32:43    -1010.267374        0.913248
LBFGSLineSearch:    1 19:32:44    -1011.134385        0.415621
LBFGSLineSearch:    2 19:32:44    -1011.311408        0.425926
LBFGSLineSearch:    3 19:32:45    -1011.500847        0.488658
LBFGSLineSearch:    4 19:32:46    -1011.814248        0.290490
LBFGSLineSearch:    5 19:32:48    -1012.042470        0.199069
LBFGSLineSearch:    6 19:32:49    -1012.125474        0.248654
LBFGSLineSearch:    7 19:32:50    -1012.149590        0.177272
LBFGSLineSearch:    8 19:32:51    -1012.197659        0.132852
LBFGSLineSearch:    9 19:32:52    -1012.207032        0.129659
LBFGSLineSearch:   10 19:32:53    -1012.222461        0.181760
LBFGSLineSearch:   11 19:32:54    -1012.253864        0.133510
LBFGSLineSearch:   12 19:32:55    -1012.288509        0.129021
LBFGSLineSearch:   13 19:32:56    -1012.298271        0.135360
LBFGSLineSearch:   14 19:32:57    -1012.323595        0.120443
LBFGSLineSearch:   15 19:32:58    -1012.330275        0.118316
LBFGSLineSearch:   16 19:32:59    -1012.342891        0.151296
LBFGSLineSearch:   17 19:33:00    -1012.383064        0.106119
LBFGSLineSearch:   18 19:33:01    -1012.394655        0.169420
LBFGSLineSearch:   19 19:33:02    -1012.426703        0.121645
LBFGSLineSearch:   20 19:33:03    -1012.444306        0.207006
LBFGSLineSearch:   21 19:33:04    -1012.480485        0.149213
LBFGSLineSearch:   22 19:33:05    -1012.530885        0.099147
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:33:06    -1011.120146        0.760470
LBFGSLineSearch:    1 19:33:07    -1011.871681        0.268078
LBFGSLineSearch:    2 19:33:08    -1012.056981        0.329803
LBFGSLineSearch:    3 19:33:09    -1012.192824        0.350563
LBFGSLineSearch:    4 19:33:10    -1012.402476        0.271746
LBFGSLineSearch:    5 19:33:11    -1012.596540        0.175734
LBFGSLineSearch:    6 19:33:12    -1012.619343        0.149275
LBFGSLineSearch:    7 19:33:13    -1012.685550        0.146292
LBFGSLineSearch:    8 19:33:14    -1012.708936        0.121281
LBFGSLineSearch:    9 19:33:15    -1012.729903        0.126703
LBFGSLineSearch:   10 19:33:16    -1012.758084        0.141104
LBFGSLineSearch:   11 19:33:17    -1012.766795        0.132417
LBFGSLineSearch:   12 19:33:19    -1012.797676        0.179818
LBFGSLineSearch:   13 19:33:20    -1012.818642        0.160848
LBFGSLineSearch:   14 19:33:21    -1012.825180        0.100907
LBFGSLineSearch:   15 19:33:22    -1012.849573        0.096580
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:33:23    -1010.566185        0.754799
LBFGSLineSearch:    1 19:33:24    -1011.382577        0.331470
LBFGSLineSearch:    2 19:33:24    -1011.563727        0.377466
LBFGSLineSearch:    3 19:33:25    -1011.727629        0.417789
LBFGSLineSearch:    4 19:33:26    -1011.989946        0.306299
LBFGSLineSearch:    5 19:33:28    -1012.197263        0.182364
LBFGSLineSearch:    6 19:33:29    -1012.234248        0.218634
LBFGSLineSearch:    7 19:33:30    -1012.303705        0.194491
LBFGSLineSearch:    8 19:33:31    -1012.344865        0.125780
LBFGSLineSearch:    9 19:33:31    -1012.365340        0.120392
LBFGSLineSearch:   10 19:33:32    -1012.380029        0.156933
LBFGSLineSearch:   11 19:33:33    -1012.415897        0.123772
LBFGSLineSearch:   12 19:33:35    -1012.456011        0.173229
LBFGSLineSearch:   13 19:33:36    -1012.468668        0.120306
LBFGSLineSearch:   14 19:33:37    -1012.495241        0.109847
LBFGSLineSearch:   15 19:33:38    -1012.502957        0.134906
LBFGSLineSearch:   16 19:33:39    -1012.539233        0.119527
LBFGSLineSearch:   17 19:33:41    -1012.563588        0.099034
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:33:41    -1011.194183        0.763109
LBFGSLineSearch:    1 19:33:42    -1011.921432        0.273638
LBFGSLineSearch:    2 19:33:43    -1012.104974        0.319508
LBFGSLineSearch:    3 19:33:44    -1012.244792        0.373780
LBFGSLineSearch:    4 19:33:45    -1012.473670        0.277606
LBFGSLineSearch:    5 19:33:46    -1012.664743        0.213576
LBFGSLineSearch:    6 19:33:47    -1012.687931        0.171891
LBFGSLineSearch:    7 19:33:48    -1012.754720        0.143717
LBFGSLineSearch:    8 19:33:49    -1012.774799        0.179110
LBFGSLineSearch:    9 19:33:50    -1012.808577        0.117580
LBFGSLineSearch:   10 19:33:52    -1012.836573        0.128610
LBFGSLineSearch:   11 19:33:52    -1012.846512        0.124835
LBFGSLineSearch:   12 19:33:53    -1012.856867        0.118571
LBFGSLineSearch:   13 19:33:54    -1012.888190        0.117372
LBFGSLineSearch:   14 19:33:55    -1012.898377        0.116048
LBFGSLineSearch:   15 19:33:56    -1012.909976        0.111247
LBFGSLineSearch:   16 19:33:57    -1012.929517        0.105232
LBFGSLineSearch:   17 19:33:58    -1012.965833        0.097646
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:33:59    -1011.022722        0.757061
LBFGSLineSearch:    1 19:34:00    -1011.788958        0.277753
LBFGSLineSearch:    2 19:34:00    -1011.966113        0.326581
LBFGSLineSearch:    3 19:34:02    -1012.103078        0.340738
LBFGSLineSearch:    4 19:34:03    -1012.313333        0.220073
LBFGSLineSearch:    5 19:34:04    -1012.506789        0.126650
LBFGSLineSearch:    6 19:34:05    -1012.529802        0.138761
LBFGSLineSearch:    7 19:34:06    -1012.590666        0.171669
LBFGSLineSearch:    8 19:34:07    -1012.629741        0.127691
LBFGSLineSearch:    9 19:34:08    -1012.643894        0.114793
LBFGSLineSearch:   10 19:34:09    -1012.666583        0.117893
LBFGSLineSearch:   11 19:34:10    -1012.677642        0.118270
LBFGSLineSearch:   12 19:34:11    -1012.708199        0.147635
LBFGSLineSearch:   13 19:34:12    -1012.725302        0.107146
LBFGSLineSearch:   14 19:34:13    -1012.735595        0.104007
LBFGSLineSearch:   15 19:34:14    -1012.744137        0.189680
LBFGSLineSearch:   16 19:34:15    -1012.774955        0.096701
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:34:16    -1010.991850        0.713325
LBFGSLineSearch:    1 19:34:17    -1011.742865        0.296073
LBFGSLineSearch:    2 19:34:17    -1011.931218        0.366148
LBFGSLineSearch:    3 19:34:18    -1012.070807        0.397235
LBFGSLineSearch:    4 19:34:19    -1012.298101        0.255919
LBFGSLineSearch:    5 19:34:21    -1012.488646        0.165235
LBFGSLineSearch:    6 19:34:22    -1012.511184        0.167253
LBFGSLineSearch:    7 19:34:23    -1012.577077        0.135269
LBFGSLineSearch:    8 19:34:24    -1012.594723        0.164942
LBFGSLineSearch:    9 19:34:25    -1012.634054        0.138378
LBFGSLineSearch:   10 19:34:26    -1012.665485        0.121029
LBFGSLineSearch:   11 19:34:27    -1012.674894        0.116162
LBFGSLineSearch:   12 19:34:28    -1012.684522        0.108270
LBFGSLineSearch:   13 19:34:29    -1012.714017        0.107504
LBFGSLineSearch:   14 19:34:29    -1012.721864        0.106743
LBFGSLineSearch:   15 19:34:30    -1012.730953        0.103560
LBFGSLineSearch:   16 19:34:31    -1012.746699        0.134582
LBFGSLineSearch:   17 19:34:33    -1012.777727        0.091925
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:34:33    -1010.819826        0.904643
LBFGSLineSearch:    1 19:34:34    -1011.602304        0.351793
LBFGSLineSearch:    2 19:34:35    -1011.773398        0.361955
LBFGSLineSearch:    3 19:34:36    -1011.921476        0.411796
LBFGSLineSearch:    4 19:34:37    -1012.157926        0.333149
LBFGSLineSearch:    5 19:34:38    -1012.341006        0.220183
LBFGSLineSearch:    6 19:34:39    -1012.368943        0.219956
LBFGSLineSearch:    7 19:34:40    -1012.427112        0.129832
LBFGSLineSearch:    8 19:34:41    -1012.457934        0.127426
LBFGSLineSearch:    9 19:34:42    -1012.475838        0.122494
LBFGSLineSearch:   10 19:34:43    -1012.485408        0.123910
LBFGSLineSearch:   11 19:34:44    -1012.514457        0.122456
LBFGSLineSearch:   12 19:34:45    -1012.522236        0.124328
LBFGSLineSearch:   13 19:34:46    -1012.535309        0.125800
LBFGSLineSearch:   14 19:34:47    -1012.570881        0.116086
LBFGSLineSearch:   15 19:34:48    -1012.588129        0.110913
LBFGSLineSearch:   16 19:34:49    -1012.599198        0.107352
LBFGSLineSearch:   17 19:34:50    -1012.607860        0.147185
LBFGSLineSearch:   18 19:34:51    -1012.636848        0.099474
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:34:51    -1011.031207        0.737972
LBFGSLineSearch:    1 19:34:52    -1011.743039        0.305355
LBFGSLineSearch:    2 19:34:53    -1011.904731        0.379071
LBFGSLineSearch:    3 19:34:54    -1012.047847        0.427901
LBFGSLineSearch:    4 19:34:55    -1012.271381        0.235671
LBFGSLineSearch:    5 19:34:56    -1012.460085        0.165209
LBFGSLineSearch:    6 19:34:57    -1012.489062        0.149963
LBFGSLineSearch:    7 19:34:58    -1012.557123        0.154185
LBFGSLineSearch:    8 19:34:59    -1012.591997        0.128656
LBFGSLineSearch:    9 19:35:00    -1012.610135        0.124845
LBFGSLineSearch:   10 19:35:01    -1012.623963        0.136482
LBFGSLineSearch:   11 19:35:02    -1012.653833        0.131256
LBFGSLineSearch:   12 19:35:03    -1012.692647        0.138465
LBFGSLineSearch:   13 19:35:04    -1012.702677        0.121912
LBFGSLineSearch:   14 19:35:05    -1012.725776        0.117239
LBFGSLineSearch:   15 19:35:06    -1012.736435        0.153967
LBFGSLineSearch:   16 19:35:07    -1012.774465        0.106692
LBFGSLineSearch:   17 19:35:08    -1012.783552        0.133755
LBFGSLineSearch:   18 19:35:09    -1012.812248        0.093589
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:35:10    -1010.836058        0.862865
LBFGSLineSearch:    1 19:35:11    -1011.650754        0.320832
LBFGSLineSearch:    2 19:35:12    -1011.844071        0.476229
LBFGSLineSearch:    3 19:35:13    -1011.990691        0.511019
LBFGSLineSearch:    4 19:35:14    -1012.209617        0.276187
LBFGSLineSearch:    5 19:35:15    -1012.395779        0.198761
LBFGSLineSearch:    6 19:35:16    -1012.422968        0.151936
LBFGSLineSearch:    7 19:35:17    -1012.487520        0.197957
LBFGSLineSearch:    8 19:35:18    -1012.532297        0.111849
LBFGSLineSearch:    9 19:35:19    -1012.543324        0.138816
LBFGSLineSearch:   10 19:35:20    -1012.570868        0.134721
LBFGSLineSearch:   11 19:35:22    -1012.599526        0.169195
LBFGSLineSearch:   12 19:35:22    -1012.608791        0.128973
LBFGSLineSearch:   13 19:35:23    -1012.619845        0.158044
LBFGSLineSearch:   14 19:35:24    -1012.642012        0.103007
LBFGSLineSearch:   15 19:35:26    -1012.671285        0.116723
LBFGSLineSearch:   16 19:35:26    -1012.680363        0.094898
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 19:35:27    -1011.038396        0.653595
LBFGSLineSearch:    1 19:35:28    -1011.802473        0.323505
LBFGSLineSearch:    2 19:35:29    -1011.966966        0.384215
LBFGSLineSearch:    3 19:35:30    -1012.110594        0.481050
LBFGSLineSearch:    4 19:35:31    -1012.331359        0.240619
LBFGSLineSearch:    5 19:35:32    -1012.524703        0.156764
LBFGSLineSearch:    6 19:35:33    -1012.548415        0.169098
LBFGSLineSearch:    7 19:35:34    -1012.609599        0.171032
LBFGSLineSearch:    8 19:35:35    -1012.654048        0.114808
LBFGSLineSearch:    9 19:35:36    -1012.663358        0.113662
LBFGSLineSearch:   10 19:35:37    -1012.690993        0.117050
LBFGSLineSearch:   11 19:35:38    -1012.700691        0.119165
LBFGSLineSearch:   12 19:35:39    -1012.712204        0.119997
LBFGSLineSearch:   13 19:35:40    -1012.742831        0.113756
LBFGSLineSearch:   14 19:35:41    -1012.768083        0.115045
LBFGSLineSearch:   15 19:35:42    -1012.782838        0.101332
LBFGSLineSearch:   16 19:35:43    -1012.800726        0.108436
LBFGSLineSearch:   17 19:35:44    -1012.812017        0.110765
